,id,budget,homepage,original_language,popularity,popularity_cat,release_date,year,month,runtime,revenue,best_seller,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,TV Movie,War,Western,lang_cnt,performance_lead_actor,female_actor_count,male_actor_count,unkown_gender_actor_count,country_cnt,cnt_crew
6867,6868,250000000,1,en,31.718976974487305,Superb,12/10/14,2014,12,144.0,,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,12.0,0.0,2.0,127.0
6868,6869,11000000,0,en,9.270491600036621,Superb,6/12/81,1981,6,92.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,8.0,11.0,0.0,1.0,12.0
6869,6870,0,0,es,0.7935889959335327,Low,12/3/04,2004,12,90.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,10.0,0.0,1.0,11.0
6870,6871,15000000,0,en,12.884190559387207,Superb,4/26/07,2007,4,100.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,9.0,16.0,0.0,2.0,61.0
6871,6872,0,1,en,1.3957270383834839,Low,3/6/15,2015,3,97.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,16.0
6872,6873,6000000,0,en,6.164226055145264,High,10/17/56,1956,10,167.0,,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,1.0,
6873,6874,11000000,0,en,11.560358047485352,Superb,9/5/91,1991,9,89.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,5.0,10.0,0.0,1.0,9.0
6874,6875,0,0,en,5.655386924743652,Medium,1/19/97,1997,1,110.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,0.0,1.0,5.0
6875,6876,25000000,0,en,5.955203056335449,Medium,12/5/13,2013,12,99.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,14.0,0.0,3.0,32.0
6876,6877,18700000,0,ta,2.017961025238037,Low,7/22/16,2016,7,150.0,,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,10.0,0.0,2.0,17.0
6877,6878,0,0,fr,0.6996080279350281,Low,1/28/88,1988,1,104.0,,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,2.0,4.0
6878,6879,0,0,en,11.82393741607666,Superb,9/20/13,2013,9,90.0,,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,8.0,0.0,1.0,27.0
6879,6880,6000000,0,en,0.3326199948787689,Low,5/2/04,2004,5,90.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,3.0
6880,6881,4000000,0,en,0.49122700095176697,Low,4/30/69,1969,4,106.0,,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,8.0,0.0,,2.0
6881,6882,75000000,1,en,6.4058308601379395,High,8/7/01,2001,8,95.0,,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,6.0,0.0,1.0,65.0
6882,6883,19000000,1,en,10.724678993225098,Superb,11/4/11,2011,11,108.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,10.0,3.0,1.0,24.0
6883,6884,0,1,en,14.764607429504395,Superb,2/2/07,2007,2,102.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,7.0,0.0,1.0,14.0
6884,6885,6100000,0,ta,1.145751953125,Low,8/31/11,2011,8,149.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,14.0,3.0,7.0,0.0,1.0,15.0
6885,6886,600000,1,en,4.565413951873779,Medium,6/4/15,2015,6,78.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,10.0,0.0,1.0,19.0
6886,6887,4000000,1,en,12.020933151245117,Superb,5/8/15,2015,5,95.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,6.0,9.0,0.0,2.0,72.0
6887,6888,18000000,0,en,13.293722152709961,Superb,11/19/92,1992,11,120.0,,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,5.0,0.0,1.0,12.0
6888,6889,8500000,0,en,1.2416709661483765,Low,3/23/00,2000,3,105.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,9.0,0.0,2.0,16.0
6889,6890,0,1,en,8.739150047302246,High,8/8/03,2003,8,117.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,2.0,8.0,0.0,2.0,10.0
6890,6891,25000000,1,en,10.595067024230957,Superb,1/12/12,2012,1,109.0,,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,23.0,2.0,8.0,0.0,3.0,17.0
6891,6892,63000000,0,en,9.27714729309082,Superb,6/24/94,1994,6,191.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,26.0,4.0,5.0,0.0,1.0,18.0
6892,6893,82000000,1,en,13.217418670654297,Superb,12/22/99,1999,12,118.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,3.0,5.0,0.0,1.0,19.0
6893,6894,16000000,0,en,7.37514591217041,High,5/18/14,2014,5,122.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,3.0,14.0,1.0,2.0,63.0
6894,6895,0,0,fr,2.0421159267425537,Low,8/15/00,2000,8,117.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,1.0,3.0
6895,6896,0,0,ru,1.5657130479812622,Low,12/29/11,2011,12,95.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,8.0,0.0,1.0,6.0
6896,6897,0,0,en,0.48905399441719055,Low,9/21/84,1984,9,95.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,1.0,9.0
6897,6898,10000000,0,en,7.8815789222717285,High,5/1/13,2013,5,130.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1.0,6.0,0.0,1.0,17.0
6898,6899,7000000,0,en,4.896026134490967,Medium,4/28/00,2000,4,90.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,6.0,0.0,1.0,109.0
6899,6900,34000000,0,en,7.1767258644104,High,9/18/91,1991,9,111.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,5.0,0.0,1.0,3.0
6900,6901,26000000,1,en,7.968422889709473,High,8/29/12,2012,8,115.0,,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,4.0,4.0,0.0,1.0,13.0
6901,6902,1500000,1,nl,4.330657958984375,Medium,12/9/10,2010,12,84.0,,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,3.0,1.0,8.0
6902,6903,30000000,0,en,3.832792043685913,Medium,2/24/04,2004,2,110.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,8.0,0.0,2.0,12.0
6903,6904,18000000,1,en,19.470958709716797,Superb,5/17/80,1980,5,124.0,,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,8.0,28.0,1.0,1.0,51.0
6904,6905,18000000,1,en,10.279603004455566,Superb,9/18/09,2009,9,109.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,7.0,0.0,3.0,17.0
6905,6906,100000000,0,en,8.98628044128418,High,12/25/03,2003,12,113.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,40.0
6906,6907,5000000,0,en,8.768287658691406,High,9/29/95,1995,9,88.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,3.0,8.0,0.0,1.0,17.0
6907,6908,1000000,1,en,7.398204803466797,High,12/23/05,2005,12,103.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,1.0,16.0
6908,6909,0,0,en,3.3522040843963623,Medium,9/6/13,2013,9,111.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,8.0,15.0,0.0,1.0,12.0
6909,6910,9600000,0,en,2.6370038986206055,Low,9/3/05,2005,9,144.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,9.0,0.0,1.0,7.0
6910,6911,1800000,0,en,7.3017191886901855,High,9/18/51,1951,9,125.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0,1.0,22.0
6911,6912,7300000,0,en,7.478206157684326,High,11/11/09,2009,11,103.0,,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,3.0,16.0,1.0,1.0,58.0
6912,6913,209000000,0,en,13.106966018676758,Superb,4/11/12,2012,4,131.0,,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,4.0,12.0,0.0,1.0,122.0
6913,6914,40000000,1,en,33.06843185424805,Superb,2/11/15,2015,2,125.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,8.0,0.0,1.0,36.0
6914,6915,2600000,1,hi,6.09330415725708,High,12/21/07,2007,12,165.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,1.0,9.0
6915,6916,10000000,0,en,6.614078044891357,High,7/25/86,1986,7,97.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,3.0,5.0,0.0,1.0,9.0
6916,6917,178000000,1,en,28.712522506713867,Superb,5/18/16,2016,5,144.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,22.0,0.0,1.0,96.0
6917,6918,31000000,0,en,14.224013328552246,Superb,9/13/04,2004,9,98.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,3.0,3.0,0.0,2.0,12.0
6918,6919,0,0,ko,0.9114590287208557,Low,3/22/07,2007,3,122.0,,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0
6919,6920,43000000,0,en,12.706402778625488,Superb,6/27/13,2013,6,117.0,,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.0,3.0,6.0,0.0,1.0,14.0
6920,6921,130000000,1,en,9.141044616699219,Superb,11/17/11,2011,11,100.0,,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,4.0,10.0,0.0,1.0,22.0
6921,6922,2238813,0,en,7.3597412109375,High,9/28/54,1954,9,113.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,6.0,11.0,0.0,1.0,25.0
6922,6923,0,0,en,2.5147171020507812,Low,2/12/88,1988,2,109.0,,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,9.0,0.0,1.0,17.0
6923,6924,0,0,en,0.6953819990158081,Low,2/23/01,2001,2,38.0,,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,,3.0
6924,6925,8000000,0,en,5.1266961097717285,Medium,7/30/04,2004,7,138.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,8.0,0.0,1.0,1.0
6925,6926,1884000,0,en,7.368927955627441,High,8/5/88,1988,8,99.0,,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,11.0,0.0,2.0,15.0
6926,6927,0,0,en,3.438361883163452,Medium,3/18/16,2016,3,81.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,7.0,0.0,1.0,19.0
6927,6928,23000000,1,en,7.338188171386719,High,8/23/91,1991,8,98.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11.0,2.0,7.0,0.0,1.0,10.0
6928,6929,25000000,0,en,13.798247337341309,Superb,10/24/90,1990,10,138.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,7.0,0.0,2.0,15.0
6929,6930,90000000,0,en,11.133784294128418,Superb,2/14/08,2008,2,95.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,0.0,1.0,99.0
6930,6931,10000000,1,en,6.6321940422058105,High,9/13/09,2009,9,96.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,2.0,7.0,0.0,1.0,2.0
6931,6932,6000000,0,en,2.3294858932495117,Low,10/18/91,1991,10,91.0,,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,34.0
6932,6933,0,0,ja,2.832555055618286,Low,3/8/86,1986,3,110.0,,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,4.0,11.0,0.0,1.0,3.0
6933,6934,60000000,0,en,9.430811882019043,Superb,6/5/98,1998,6,107.0,,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,24.0,4.0,5.0,0.0,1.0,86.0
6934,6935,0,0,en,1.3015730381011963,Low,10/10/97,1997,10,115.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,0.0,1.0,54.0
6935,6936,17500000,1,en,5.346120834350586,Medium,11/27/13,2013,11,93.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,4.0,0.0,1.0,14.0
6936,6937,95000000,0,en,8.75518798828125,High,3/31/00,2000,3,89.0,,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0,1.0,37.0
6937,6938,1700000,0,en,2.939685106277466,Low,12/3/99,1999,12,98.0,,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,7.0,0.0,1.0,4.0
6938,6939,0,1,en,12.855228424072266,Superb,6/8/17,2017,6,106.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,3.0,15.0,0.0,2.0,29.0
6939,6940,19000000,1,es,26.8177547454834,Superb,5/27/06,2006,5,118.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,12.0,0.0,3.0,44.0
6940,6941,30000000,0,en,8.913337707519531,High,8/29/07,2007,8,123.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,8.0,12.0,0.0,3.0,31.0
6941,6942,0,0,en,8.503064155578613,High,9/13/86,1986,9,119.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,3.0,7.0,0.0,1.0,9.0
6942,6943,0,0,en,3.7045669555664062,Medium,2/12/93,1993,2,102.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,5.0,0.0,1.0,2.0
6943,6944,75000000,0,en,8.63546371459961,High,12/25/08,2008,12,121.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,30.0,4.0,15.0,0.0,2.0,27.0
6944,6945,5000000,0,en,2.474397897720337,Low,12/27/67,1967,12,123.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,9.0,0.0,1.0,14.0
6945,6946,30000000,0,en,10.30488109588623,Superb,11/15/07,2007,11,126.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,6.0,0.0,1.0,18.0
6946,6947,65000,0,en,5.2661027908325195,Medium,1/17/04,2004,1,100.0,,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,10.0,0.0,1.0,8.0
6947,6948,4000000,1,sv,8.405013084411621,High,11/27/09,2009,11,147.0,,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,12.0,0.0,1.0,29.0
6948,6949,22000000,0,en,11.61944580078125,Superb,8/22/01,2001,8,104.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,11.0,0.0,1.0,117.0
6949,6950,150000000,0,en,15.368205070495605,Superb,11/5/03,2003,11,129.0,,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,23.0,3.0,11.0,0.0,2.0,25.0
6950,6951,1000000,0,en,0.20247800648212433,Low,3/30/01,2001,3,119.0,,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0
6951,6952,6200000,0,en,6.505208969116211,High,8/5/83,1983,8,98.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,2.0,4.0,0.0,1.0,6.0
6952,6953,3000000,0,en,9.697105407714844,Superb,12/1/61,1961,12,186.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,10.0,18.0,0.0,2.0,25.0
6953,6954,14000000,0,hi,1.3690860271453857,Low,1/1/08,2008,1,135.0,,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,2.0,4.0,0.0,1.0,27.0
6954,6955,20000000,0,en,8.627018928527832,High,12/16/87,1987,12,133.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,4.0,7.0,0.0,1.0,36.0
6955,6956,0,1,en,6.182802200317383,High,10/29/10,2010,10,110.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,2.0,9.0,0.0,1.0,12.0
6956,6957,0,0,ja,4.768499851226807,Medium,6/13/15,2015,6,128.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,1.0,14.0
6957,6958,1000000,0,en,2.154226064682007,Low,1/11/02,2002,1,92.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,,2.0
